ID_Equipo,Fecha,Tipo_Mantenimiento,Costo_Mantenimiento,Duracion_Horas,Frecuencia de mantenimiento correctivo,ID_Registro,Temperatura_C,Vibracion_mm_s,Horas_Operativas,Tipo_Equipo,Potencia_kW,Horas_Recomendadas_Revision
414,1594569600.0,1,4479.75,13,7,4793,143.29,0.3,21581.0,2,1220.0,6441
202,1594573200.0,0,1905.86,18,7,4540,142.85,0.11,42399.0,3,3835.0,7627
249,1594576800.0,0,3139.1,46,4,4609,92.21,3.83,86192.0,0,3991.0,9920
52,1594580400.0,0,3488.92,16,8,4966,94.27,4.9,92604.0,1,1144.0,6556
411,1594584000.0,1,8721.86,38,12,5557,93.7,1.9,7323.0,3,613.0,3036
406,1594587600.0,0,2731.9,1,9,4308,64.48,2.36,48875.0,2,2505.0,1688
153,1594591200.0,0,4724.18,12,12,4193,76.11,2.34,5816.0,2,131.0,7942
113,1594594800.0,0,816.86,47,9,4390,120.04,2.29,94125.0,0,216.0,5122
89,1594598400.0,1,7582.92,41,7,4490,68.83,4.07,72467.0,2,183.0,7833
236,1594602000.0,1,7911.14,23,15,4151,144.26,4.64,95305.0,3,100.0,7685
452,1594605600.0,0,4500.55,9,14,4651,89.51,0.63,45965.0,0,4203.0,6829
209,1594609200.0,1,3771.84,37,14,4621,141.77,4.0,61198.0,1,2372.0,5027
465,1594612800.0,0,8950.06,18,7,4722,84.77,3.99,30324.0,2,7946.0,9518
347,1594616400.0,1,6183.93,15,16,4874,75.48,1.18,54743.0,3,4948.0,6720
464,1594620000.0,1,4485.3,1,12,3854,110.6,1.18,82270.0,1,4412.0,1491
11,1594623600.0,0,3451.82,2,11,5145,126.99,2.94,41756.0,3,2374.0,2922
104,1594627200.0,0,9286.89,26,11,4750,90.63,0.19,37930.0,3,2664.0,4943
167,1594630800.0,1,7572.96,26,10,5283,59.37,2.96,68318.0,3,-100.0,9737
158,1594634400.0,1,2501.08,27,9,4668,132.35,4.15,65975.0,1,4082.0,6958
78,1594638000.0,0,6072.24,21,10,4779,98.77,1.77,17595.0,1,4194.0,7519
392,1594641600.0,0,3945.44,31,16,4238,102.54,0.61,76498.0,3,1307.0,9099
3,1594645200.0,1,4960.59,5,7,4733,144.42,2.19,50837.0,0,4526.0,5238
176,1594648800.0,0,1371.69,2,14,4510,112.16,1.44,86854.0,2,425.0,9406
393,1594652400.0,0,7815.4,30,13,4666,90.93,2.62,58310.0,0,2157.0,9328
435,1594656000.0,1,3468.25,1,6,4565,112.62,0.58,59884.0,1,1804.0,3875
174,1594659600.0,0,8453.0,19,6,4780,148.58,3.2,87690.0,2,3161.0,6536
239,1594663200.0,1,3107.63,44,9,4191,134.93,3.9,34667.0,3,4866.0,1823
106,1594666800.0,0,8879.75,23,8,4813,147.02,1.2,10498.0,0,3095.0,2579
223,1594670400.0,1,6974.46,47,6,4941,58.03,0.49,67181.0,0,1112.0,3775
289,1594674000.0,1,8023.43,3,6,4801,117.04,4.91,55590.0,0,3217.0,7013
291,1594677600.0,0,9666.06,10,12,4616,99.47,1.28,53737.0,0,685.0,940
63,1594681200.0,0,7354.62,36,13,5088,73.75,4.59,52666.0,1,3138.0,6390
457,1594684800.0,1,7849.3,2,15,4591,109.13,2.83,20753.0,0,-100.0,3496
258,1594688400.0,0,3080.5,23,12,4852,119.74,0.91,88340.0,0,7946.0,3712
446,1594692000.0,0,2623.21,1,5,4918,146.3,4.96,86128.0,0,1095.0,1793
319,1594695600.0,0,9880.93,6,10,4208,78.41,4.06,99146.0,0,2824.0,4147
485,1594699200.0,1,992.35,5,13,4038,103.22,2.52,75423.0,2,4074.0,7154
309,1594702800.0,1,2645.78,45,9,4432,124.31,1.2,38311.0,1,194.0,4061
246,1594706400.0,0,5633.85,20,12,5339,61.04,1.19,89184.0,1,2067.0,9164
350,1594710000.0,1,1740.05,3,12,4693,52.49,0.31,78597.0,3,968.0,2098
363,1594713600.0,0,4117.5,22,14,4718,73.16,1.2,44140.0,2,163.0,1073
285,1594717200.0,1,5682.08,32,12,4870,53.51,0.69,46470.0,0,756.0,8274
71,1594720800.0,1,6585.04,46,12,4823,83.08,2.99,13815.0,3,2617.0,8191
193,1594724400.0,1,1901.92,2,10,4732,53.54,2.94,55526.0,2,1083.0,2944
404,1594728000.0,1,2341.53,13,13,5053,66.12,1.55,61368.0,1,2390.0,4658
175,1594731600.0,1,3845.27,8,10,4757,134.06,4.61,63389.0,2,3261.0,3846
101,1594735200.0,0,2803.32,16,14,4586,76.61,3.98,79669.0,3,326.0,7398
25,1594738800.0,0,8604.48,24,16,4899,71.86,0.15,78970.0,1,4854.0,2005
238,1594742400.0,0,3577.16,6,9,4332,52.42,3.93,97361.0,1,1250.0,6496
479,1594746000.0,0,3282.59,38,9,4573,58.8,2.2,47884.0,1,2723.0,5136
374,1594749600.0,0,4365.44,20,8,4708,75.3,3.07,81955.0,0,358.0,7100
415,1594753200.0,0,7899.59,11,11,5299,105.15,1.09,23598.0,2,2000.0,7703
432,1594756800.0,0,7155.84,36,12,4961,109.82,2.48,41814.0,1,2986.0,7395
250,1594760400.0,1,4942.65,34,8,5435,108.29,2.67,32816.0,2,4517.0,7069
30,1594764000.0,0,9255.37,38,10,4781,52.72,4.59,36572.0,1,248.0,865
6,1594767600.0,0,907.68,41,10,4824,130.47,1.0,66421.0,3,423.0,5091
362,1594771200.0,1,7356.9,46,8,4976,103.84,2.36,70457.0,3,4333.0,3246
376,1594774800.0,1,612.17,29,7,4307,134.68,3.39,58740.0,3,899.0,3355
42,1594778400.0,0,4047.47,10,11,4760,123.99,0.7,89375.0,1,625.0,7863
363,1594782000.0,0,2926.66,39,14,4718,73.16,1.2,44140.0,2,163.0,1073
223,1594785600.0,0,8728.49,24,6,4941,58.03,0.49,67181.0,0,1112.0,3775
245,1594789200.0,0,2967.03,37,6,4911,58.43,2.83,77276.0,0,3458.0,1501
302,1594792800.0,0,4555.84,7,13,4714,141.31,4.15,73151.0,0,3323.0,9819
107,1594796400.0,1,1167.35,2,13,4581,104.65,2.93,1301.0,0,3056.0,9954
29,1594800000.0,1,258.16,20,9,5528,111.77,4.14,53953.0,3,91.0,7812
448,1594803600.0,0,8101.17,9,13,4407,104.66,2.41,54004.0,1,3877.0,7529
420,1594807200.0,1,2383.32,12,16,4433,117.64,3.81,6831.0,1,1536.0,1999
344,1594810800.0,1,2987.6,36,4,4315,141.01,3.65,4245.0,1,-100.0,6729
6,1594814400.0,1,1383.31,35,10,4824,130.47,1.0,66421.0,3,423.0,5091
257,1594818000.0,0,5009.6,15,7,4800,112.27,0.85,87079.0,3,695.0,8247
346,1594821600.0,0,6470.89,16,10,4755,132.36,0.63,8338.0,3,2072.0,1423
212,1594825200.0,1,2711.04,39,4,5332,92.61,3.67,62529.0,3,1166.0,5328
120,1594828800.0,0,4756.28,12,12,4729,80.5,4.59,50285.0,1,3458.0,8225
288,1594832400.0,0,8921.35,37,11,4778,201.495,0.32,79576.0,2,4916.0,4906
175,1594836000.0,0,9898.97,10,10,4757,134.06,4.61,63389.0,2,3261.0,3846
95,1594839600.0,0,7665.33,13,9,4688,139.1,1.16,45461.0,3,1095.0,1294
97,1594843200.0,1,4573.44,47,8,4636,118.52,3.54,56107.0,1,3869.0,5153
457,1594846800.0,0,2284.23,8,15,4591,109.13,2.83,20753.0,0,-100.0,3496
388,1594850400.0,0,5011.06,9,7,4659,75.01,4.05,75908.0,0,3973.0,5667
488,1594854000.0,0,8319.25,46,8,4409,90.46,4.68,84341.0,3,4841.0,1228
462,1594857600.0,0,9196.95,15,9,5310,69.59,1.98,34762.0,0,4806.0,3952
497,1594861200.0,0,7467.46,40,13,4749,130.51,4.62,62456.0,0,3296.0,8256
274,1594864800.0,1,2921.34,19,12,4865,54.63,4.72,18693.0,2,2600.0,2830
196,1594868400.0,1,3756.46,43,13,4618,90.49,1.5,90895.0,3,3710.0,6636
333,1594872000.0,1,7931.55,13,12,4864,133.44,4.34,63343.0,0,3400.0,2557
90,1594875600.0,0,1427.82,42,14,4980,137.5,2.19,52528.0,3,907.0,5243
233,1594879200.0,0,2281.48,42,15,4580,99.58,1.09,34201.0,3,3373.0,4580
453,1594882800.0,0,3135.12,14,9,4608,131.98,0.66,73184.0,1,4432.0,7987
347,1594886400.0,0,8210.58,8,16,4874,75.48,1.18,54743.0,3,4948.0,6720
437,1594890000.0,1,7462.49,5,10,4605,55.01,2.65,95220.0,1,4432.0,2863
57,1594893600.0,1,4839.61,29,7,5121,142.5,3.06,6215.0,3,4585.0,6931
43,1594897200.0,1,8190.22,22,10,4933,72.08,4.94,7526.0,2,780.0,5264
407,1594900800.0,0,4570.75,2,11,5046,135.13,0.42,35963.0,0,1643.0,9754
165,1594904400.0,1,5287.66,24,9,4919,93.57,1.64,72152.0,3,1806.0,9335
245,1594908000.0,0,8939.3,30,6,4911,58.43,2.83,77276.0,0,3458.0,1501
158,1594911600.0,1,6489.29,21,9,4668,132.35,4.15,65975.0,1,4082.0,6958
181,1594915200.0,0,7592.47,38,7,5692,115.15,0.51,11842.0,3,2769.0,8223
262,1594918800.0,1,8818.7,42,7,4553,113.13,3.49,49925.0,0,4966.0,7411
367,1594922400.0,0,6203.93,32,6,4841,92.06,0.25,67285.0,0,3893.0,4231
354,1594926000.0,1,7347.0,22,15,4617,118.77,3.32,75201.0,1,4129.0,2344
395,1594929600.0,0,5233.24,24,10,4400,95.45,4.24,93843.0,0,3778.0,7104
169,1594933200.0,1,2457.12,25,3,5291,114.28,1.71,78212.0,0,233.0,3890
10,1594936800.0,1,9399.1,4,9,4620,75.75,2.43,38046.0,2,465.0,9859
259,1594940400.0,1,5053.04,3,10,5309,123.43,0.79,82281.0,3,2662.0,1005
33,1594944000.0,0,1045.82,46,12,4632,61.87,2.55,66749.0,1,4720.0,3143
2,1594947600.0,0,9677.68,44,14,4455,54.53,1.34,44715.0,3,75.0,7390
210,1594951200.0,1,444.87,41,4,4993,131.34,4.22,28787.0,1,3899.0,1499
207,1594954800.0,1,749.94,41,12,5205,128.88,3.5,45699.0,2,182.0,904
327,1594958400.0,0,5351.05,37,9,4583,77.03,1.47,80745.0,2,3480.0,4455
112,1594962000.0,0,1610.97,9,16,4771,63.74,0.26,28618.0,1,1650.0,5382
309,1594965600.0,0,8274.76,32,9,4432,124.31,1.2,38311.0,1,194.0,4061
366,1594969200.0,1,7662.81,4,12,5271,61.4,4.53,65291.0,0,2678.0,9876
217,1594972800.0,1,3735.2,11,12,4518,78.09,0.51,40622.0,0,4783.0,5133
347,1594976400.0,0,2325.63,27,16,4874,75.48,1.18,54743.0,3,4948.0,6720
415,1594980000.0,1,1408.96,25,11,5299,105.15,1.09,23598.0,2,2000.0,7703
448,1594983600.0,0,1589.11,21,13,4407,104.66,2.41,54004.0,1,3877.0,7529
250,1594987200.0,1,8087.37,4,8,5435,108.29,2.67,32816.0,2,4517.0,7069
318,1594990800.0,0,3986.59,11,13,4834,76.74,3.87,76776.0,2,1780.0,8351
252,1594994400.0,1,2543.86,32,9,4897,60.1,2.32,9309.0,3,2112.0,3199
150,1594998000.0,0,5615.5,3,19,4907,94.09,3.45,92312.0,0,1769.0,5484
99,1595001600.0,0,3681.08,6,9,5059,120.76,2.84,43739.0,0,4669.0,3477
33,1595005200.0,0,461.87,12,12,4632,61.87,2.55,66749.0,1,4720.0,3143
118,1595008800.0,1,8041.89,9,12,4612,128.54,0.88,27417.0,3,1700.0,587
371,1595012400.0,0,9564.62,9,9,4457,129.71,0.33,66351.0,2,187.0,9954
320,1595016000.0,1,6522.95,5,9,4074,51.61,3.12,9877.0,3,2864.0,6610
384,1595019600.0,0,8441.18,20,12,5125,103.02,3.53,7199.0,1,1614.0,2364
51,1595023200.0,1,9286.51,19,10,3879,115.58,0.63,53735.0,1,2157.0,3183
133,1595026800.0,0,5291.7,30,6,4795,143.63,2.38,51666.0,1,347.0,8833
130,1595030400.0,0,4856.78,5,17,4153,57.84,0.85,37432.0,0,633.0,7585
26,1595034000.0,1,1549.0,14,8,4833,138.07,2.77,43377.0,1,7946.0,3605
394,1595037600.0,1,1770.9,29,8,5006,121.39,3.71,65957.0,1,3111.0,6653
39,1595041200.0,0,3143.74,19,7,4902,105.92,0.74,55260.0,1,478.0,8144
291,1595044800.0,0,6264.79,40,12,4616,99.47,1.28,53737.0,0,685.0,940
334,1595048400.0,1,659.3,24,8,5220,133.17,0.5,98344.0,1,4614.0,1181
161,1595052000.0,1,5462.96,11,13,4855,127.97,3.31,91239.0,2,1706.0,4455
29,1595055600.0,1,880.42,3,9,5528,111.77,4.14,53953.0,3,91.0,7812
434,1595059200.0,0,9577.48,1,13,4703,133.81,1.78,83116.0,2,503.0,9649
323,1595062800.0,0,1011.87,6,13,4486,54.88,3.96,41745.0,3,2166.0,9505
486,1595066400.0,0,3509.32,33,14,4958,62.18,1.33,48239.0,3,1106.0,1460
126,1595070000.0,0,4477.12,5,7,4837,102.23,3.11,84139.0,1,1926.0,3277
375,1595073600.0,1,3614.17,42,13,5091,131.14,0.38,21411.0,0,4748.0,4649
360,1595077200.0,0,835.82,8,11,5024,117.18,1.27,83390.0,0,4932.0,2023
256,1595080800.0,1,7904.25,20,8,4416,67.67,0.58,27865.0,0,4368.0,3221
8,1595084400.0,0,1736.03,8,10,6752,82.72,0.66,8472.0,2,3607.0,3554
96,1595088000.0,0,1876.56,42,13,4575,113.1,1.41,58634.0,3,4004.0,1119
491,1595091600.0,1,986.96,30,14,4923,114.9,0.97,40968.0,1,-100.0,2499
320,1595095200.0,0,1304.08,35,9,4074,51.61,3.12,9877.0,3,2864.0,6610
176,1595098800.0,0,9394.68,23,14,4510,112.16,1.44,86854.0,2,425.0,9406
338,1595102400.0,0,5736.84,19,14,5416,107.68,1.01,23383.0,1,2532.0,7947
91,1595106000.0,1,3633.0,7,15,5196,100.0,3.75,11201.0,3,1197.0,5917
176,1595109600.0,0,7435.45,24,14,4510,112.16,1.44,86854.0,2,425.0,9406
492,1595113200.0,1,8528.38,22,7,4868,146.57,1.82,41651.0,0,4990.0,4462
67,1595116800.0,1,6102.9,12,12,5178,133.95,0.28,99805.0,3,385.0,3249
71,1595120400.0,0,1128.29,28,12,4823,83.08,2.99,13815.0,3,2617.0,8191
153,1595124000.0,1,778.6,13,12,5143,128.54,0.57,67240.0,2,131.0,7942
446,1595127600.0,1,8363.94,29,5,4918,146.3,4.96,86128.0,0,1095.0,1793
370,1595131200.0,1,6601.89,1,12,4266,66.02,3.12,62633.0,3,-100.0,917
311,1595134800.0,0,6913.17,4,10,3891,82.77,3.25,38779.0,1,3549.0,9211
391,1595138400.0,0,9461.62,1,11,4695,106.68,0.76,26482.0,2,396.0,5295
308,1595142000.0,1,468.02,19,12,4550,99.65,0.81,75923.0,2,2184.0,8003
187,1595145600.0,0,5809.06,21,11,4844,54.98,0.19,20300.0,0,768.0,7515
342,1595149200.0,0,726.68,31,13,4244,116.57,4.19,93880.0,2,4223.0,1741
383,1595152800.0,0,8193.03,5,12,4526,124.05,3.3,22477.0,1,1885.0,5439
4,1595156400.0,0,6646.31,43,8,4635,147.65,4.87,61294.0,0,3981.0,8933
293,1595160000.0,1,3934.46,45,8,4707,124.76,0.31,87858.0,1,865.0,6478
472,1595163600.0,1,814.09,12,10,4799,106.23,2.95,77087.0,1,4234.0,8912
289,1595167200.0,0,9305.17,34,6,4801,117.04,4.91,55590.0,0,3217.0,7013
142,1595170800.0,1,2966.28,3,10,4597,139.67,3.15,82267.0,0,1652.0,8840
280,1595174400.0,0,9778.12,1,11,4861,146.44,2.46,85140.0,3,2539.0,9026
77,1595178000.0,1,1869.15,47,9,4774,97.85,3.17,66340.0,2,2395.0,2555
290,1595181600.0,0,388.85,38,7,4794,144.07,2.01,96615.0,1,943.0,7124
320,1595185200.0,0,2495.14,20,9,4074,51.61,3.12,9877.0,3,2864.0,6610
450,1595188800.0,0,8226.09,17,12,5330,57.99,2.58,2791.0,0,1730.0,6823
221,1595192400.0,1,138.65,38,13,4476,118.72,1.76,23664.0,3,4406.0,1237
149,1595196000.0,0,5939.19,31,11,4685,107.17,4.47,62726.0,1,4220.0,684
30,1595199600.0,0,463.34,24,10,4781,52.72,4.59,36572.0,1,248.0,865
298,1595203200.0,1,4021.07,27,9,4738,62.59,4.4,91490.0,3,1881.0,4891
333,1595206800.0,0,729.58,21,12,4864,133.44,4.34,63343.0,0,3400.0,2557
353,1595210400.0,0,8380.3,47,13,4754,113.23,1.99,85807.0,1,2152.0,6467
385,1595214000.0,1,1164.69,15,20,4633,74.31,4.27,37928.0,2,4547.0,1070
116,1595217600.0,1,345.0,7,9,4756,134.64,1.6,80176.0,1,731.0,3490
470,1595221200.0,0,6812.39,13,10,5010,85.73,2.88,45264.0,2,2570.0,6128
228,1595224800.0,0,796.7,28,13,5235,125.47,1.14,7602.0,0,2569.0,5766
112,1595228400.0,0,7671.19,17,16,4771,63.74,0.26,28618.0,1,1650.0,5382
335,1595232000.0,1,8622.08,47,9,4464,122.08,1.9,7088.0,1,4762.0,7944
326,1595235600.0,0,9381.44,47,9,4699,66.54,2.66,56991.0,0,1337.0,5831
356,1595239200.0,1,5154.78,42,7,4890,94.4,1.05,87417.0,2,843.0,2684
414,1595242800.0,1,8785.53,18,7,4793,143.29,0.3,21581.0,2,1220.0,6441
354,1595246400.0,0,5270.3,14,15,4617,118.77,3.32,75201.0,1,4129.0,2344
405,1595250000.0,1,2308.37,44,8,5294,116.29,3.94,65094.0,3,2907.0,9839
207,1595253600.0,1,2420.51,37,12,5205,128.88,3.5,45699.0,2,182.0,904
42,1595257200.0,0,1712.72,30,11,4787,69.38,1.71,76641.0,1,625.0,7863
150,1595260800.0,0,9110.39,31,19,4907,94.09,3.45,92312.0,0,1769.0,5484
459,1595264400.0,1,4908.3,43,10,3916,73.4,2.78,73452.0,0,3352.0,7649
207,1595268000.0,0,4290.2,36,12,5205,128.88,3.5,45699.0,2,182.0,904
491,1595271600.0,0,9918.03,41,14,4923,114.9,0.97,40968.0,1,-100.0,2499
34,1595275200.0,1,8568.39,33,11,4816,59.52,1.69,8427.0,0,4056.0,6465
410,1595278800.0,1,6018.89,35,12,4743,109.8,1.13,76497.0,0,4265.0,5663
292,1595282400.0,1,8980.65,29,8,5038,76.11,0.87,90335.0,3,3230.0,8494
383,1595286000.0,1,4231.75,20,12,4526,124.05,3.3,22477.0,1,1885.0,5439
125,1595289600.0,0,4309.29,13,14,4786,137.2,4.6,41783.0,3,2077.0,547
166,1595293200.0,0,1506.79,17,8,4653,144.85,4.2,97668.0,3,275.0,7358
240,1595296800.0,0,3942.22,15,13,4775,62.04,4.61,97236.0,0,194.0,1302
284,1595300400.0,0,8447.77,46,8,4819,147.67,0.67,68726.0,1,1333.0,6304
117,1595304000.0,0,7701.73,44,6,4611,53.16,4.83,500.0,2,2068.0,1824
418,1595307600.0,0,3191.82,20,6,4730,148.91,0.63,35161.0,0,2766.0,1383
27,1595311200.0,1,3687.94,37,9,4211,98.51,4.23,16455.0,0,314.0,6739
416,1595314800.0,0,7631.67,8,13,5065,82.01,0.53,52860.0,1,1900.0,9643
415,1595318400.0,0,6071.69,24,11,5299,105.15,1.09,23598.0,2,2000.0,7703
444,1595322000.0,1,9562.51,27,6,5213,82.57,2.61,99896.0,0,7946.0,6451
22,1595325600.0,1,1820.28,18,9,4431,98.55,4.77,28188.0,2,1180.0,4134
55,1595329200.0,0,4765.88,5,9,4821,71.75,2.75,73443.0,3,1005.0,3476
309,1595332800.0,1,8025.71,12,9,5150,99.92,1.73,45801.0,1,194.0,4061
226,1595336400.0,1,7190.54,26,11,4675,140.38,4.95,19058.0,0,605.0,3503
127,1595340000.0,1,6567.51,30,8,5056,143.88,1.86,2908.0,0,1957.0,3472
10,1595343600.0,0,8690.93,21,9,4620,75.75,2.43,38046.0,2,465.0,9859
311,1595347200.0,0,5229.11,38,10,3891,82.77,3.25,38779.0,1,3549.0,9211
308,1595350800.0,0,9674.19,22,12,4550,99.65,0.81,75923.0,2,2184.0,8003
61,1595354400.0,1,4053.5,13,7,4748,201.495,3.29,41984.0,0,2537.0,1190
229,1595358000.0,1,4124.73,36,7,5101,60.95,1.7,51649.0,1,3905.0,4079
8,1595361600.0,0,1363.53,2,10,6752,82.72,0.66,8472.0,2,3607.0,3554
167,1595365200.0,0,1086.71,45,10,5283,59.37,2.96,68318.0,3,-100.0,9737
427,1595368800.0,0,6939.09,43,12,4086,71.26,4.16,24654.0,2,1549.0,8111
35,1595372400.0,1,2105.41,34,12,4836,131.03,2.89,32429.0,2,2005.0,7168
471,1595376000.0,1,1503.35,14,4,4901,110.82,0.4,77212.0,3,-100.0,4985
412,1595379600.0,1,8321.1,24,10,5048,81.71,4.9,48433.0,3,7946.0,1947
479,1595383200.0,0,3561.67,35,9,4858,114.59,4.23,89606.0,1,2723.0,5136
264,1595386800.0,0,7400.2,3,14,4523,80.24,1.9,16361.0,0,4624.0,4697
466,1595390400.0,1,4014.6,28,12,4539,88.53,2.98,45763.0,1,1164.0,3592
310,1595394000.0,0,7763.4,43,16,4772,69.21,0.1,13230.0,3,4980.0,6407
493,1595397600.0,1,317.84,27,10,4815,88.88,1.29,82099.0,1,953.0,3630
94,1595401200.0,0,4818.37,7,16,4883,117.21,2.37,32525.0,3,2727.0,6994
394,1595404800.0,0,915.52,19,8,5006,121.39,3.71,65957.0,1,3111.0,6653
483,1595408400.0,1,2409.98,27,10,4489,77.18,4.73,42611.0,0,3598.0,8062
451,1595412000.0,1,6614.33,29,14,4866,69.32,1.13,85322.0,1,1157.0,7516
386,1595415600.0,0,5936.58,20,11,4873,55.03,2.21,29210.0,1,4192.0,9303
268,1595419200.0,0,8640.45,23,10,4906,54.99,4.3,30836.0,2,1586.0,1606
2,1595422800.0,0,1963.86,26,14,5151,124.62,1.52,79925.0,3,75.0,7390
469,1595426400.0,1,6230.42,4,8,4328,98.76,0.98,67378.0,0,998.0,692
224,1595430000.0,1,4494.8,35,12,4955,71.43,2.71,92641.0,0,3513.0,8895
121,1595433600.0,1,9172.55,40,10,4982,81.26,4.58,46688.0,3,589.0,8199
157,1595437200.0,0,2011.99,30,15,4528,124.6,2.82,48365.0,2,4523.0,3637
454,1595440800.0,0,8996.44,47,12,5015,118.64,3.32,28663.0,3,1961.0,2754
360,1595444400.0,1,6169.92,8,11,5024,117.18,1.27,83390.0,0,4932.0,2023
29,1595448000.0,0,5476.93,35,9,5528,111.77,4.14,53953.0,3,91.0,7812
276,1595451600.0,0,2804.11,27,12,4812,134.8,2.66,17173.0,0,263.0,4425
362,1595455200.0,0,8890.91,25,8,4976,103.84,2.36,70457.0,3,4333.0,3246
26,1595458800.0,0,6078.15,23,8,4833,138.07,2.77,43377.0,1,7946.0,3605
15,1595462400.0,0,4529.28,44,6,5095,78.67,1.23,16756.0,1,825.0,7850
54,1595466000.0,0,516.67,2,12,4830,69.11,2.7,21055.0,2,4597.0,3659
24,1595469600.0,1,7021.06,14,12,4943,58.86,1.74,67669.0,3,4482.0,6699
94,1595473200.0,1,7714.69,34,16,4883,117.21,2.37,32525.0,3,2727.0,6994
332,1595476800.0,0,3928.99,31,4,5023,135.16,1.95,56876.0,2,3977.0,6321
322,1595480400.0,1,918.94,41,4,4776,70.84,4.37,91129.0,3,650.0,9074
291,1595484000.0,0,3583.21,17,12,4962,94.32,3.99,63413.0,0,685.0,940
311,1595487600.0,1,7605.09,20,10,3891,82.77,3.25,38779.0,1,3549.0,9211
278,1595491200.0,0,6676.27,37,15,4466,71.25,3.39,62474.0,3,3807.0,3178
347,1595494800.0,1,8407.14,38,16,4874,75.48,1.18,54743.0,3,4948.0,6720
82,1595498400.0,0,5457.64,44,12,5215,132.43,1.3,36200.0,1,3786.0,9495
477,1595502000.0,0,4402.87,43,9,4814,53.35,0.51,31730.0,1,2625.0,4602
387,1595505600.0,0,3343.2,38,11,4803,122.95,0.17,32229.0,0,1909.0,3043
22,1595509200.0,0,9089.31,16,9,4431,98.55,4.77,28188.0,2,1180.0,4134
121,1595512800.0,0,6438.84,27,10,4982,81.26,4.58,46688.0,3,589.0,8199
241,1595516400.0,1,9558.98,42,9,5003,59.86,0.41,42467.0,0,621.0,3529
50,1595520000.0,1,5349.68,41,9,5495,93.72,0.9,41990.0,3,2222.0,3864
386,1595523600.0,0,7982.9,36,11,4873,55.03,2.21,29210.0,1,4192.0,9303
471,1595527200.0,1,4120.28,24,4,4901,110.82,0.4,77212.0,3,-100.0,4985
73,1595530800.0,0,8690.6,32,9,5157,149.03,4.08,59828.0,2,4456.0,8828
343,1595534400.0,1,7221.14,18,13,5076,81.4,3.46,25220.0,2,711.0,7136
170,1595538000.0,1,7054.47,38,11,5497,69.17,1.68,87901.0,2,3776.0,1173
327,1595541600.0,0,6801.09,30,9,4583,77.03,1.47,80745.0,2,3480.0,4455
404,1595545200.0,0,1486.54,10,13,5053,66.12,1.55,61368.0,1,2390.0,4658
445,1595548800.0,0,3644.24,4,12,5172,145.07,3.5,36976.0,3,2069.0,3105
293,1595552400.0,0,8055.34,19,8,4707,124.76,0.31,87858.0,1,865.0,6478
93,1595556000.0,0,8292.02,19,10,4851,61.46,1.76,76792.0,1,4624.0,1108
499,1595559600.0,1,2047.42,10,6,4645,60.82,0.86,30178.0,2,3155.0,932
258,1595563200.0,0,5541.36,19,12,4852,119.74,0.91,88340.0,0,7946.0,3712
479,1595566800.0,1,4016.83,35,9,4858,114.59,4.23,89606.0,1,2723.0,5136
72,1595570400.0,0,6107.81,3,7,4697,71.15,4.52,45918.0,2,4521.0,1678
168,1595574000.0,1,8074.43,1,14,4829,60.88,2.53,87686.0,2,766.0,5668
57,1595577600.0,0,1901.26,20,7,5121,142.5,3.06,6215.0,3,4585.0,6931
376,1595581200.0,0,7466.03,4,7,5445,100.97,1.93,62659.0,3,899.0,3355
442,1595584800.0,0,876.9,13,8,5090,86.2,3.9,64425.0,3,4802.0,1402
76,1595588400.0,0,5348.83,42,11,4838,70.86,2.02,65028.0,0,3453.0,1807
26,1595592000.0,1,6721.26,39,8,4833,138.07,2.77,43377.0,1,7946.0,3605
122,1595595600.0,1,4321.98,20,9,5341,61.33,4.56,655.0,3,7946.0,1474
192,1595599200.0,0,333.08,10,7,5654,112.18,3.2,49449.0,2,4782.0,2449
348,1595602800.0,1,893.35,16,10,4909,70.54,0.14,6409.0,2,1460.0,5716
2,1595606400.0,0,624.63,8,14,5151,124.62,1.52,79925.0,3,75.0,7390
258,1595610000.0,1,1229.88,4,12,4852,119.74,0.91,88340.0,0,7946.0,3712
411,1595613600.0,1,1209.59,45,12,5557,93.7,1.9,7323.0,3,613.0,3036
283,1595617200.0,1,1852.9,40,8,5338,113.3,4.24,75364.0,1,2647.0,7909
464,1595620800.0,1,9361.18,5,12,3854,110.6,1.18,82270.0,1,4412.0,1491
467,1595624400.0,0,2019.49,7,13,4467,116.5,4.73,99119.0,0,-100.0,5794
98,1595628000.0,0,2939.0,1,15,4913,86.86,3.09,70035.0,1,1702.0,8433
101,1595631600.0,0,3058.56,23,14,4586,76.61,3.98,79669.0,3,326.0,7398
27,1595635200.0,0,945.56,25,9,4211,98.51,4.23,16455.0,0,314.0,6739
242,1595638800.0,1,1257.91,12,4,4783,131.74,1.12,71386.0,3,1958.0,9066
396,1595642400.0,0,2107.45,32,10,5092,82.22,0.43,52897.0,0,4845.0,1617
273,1595646000.0,1,4111.49,22,9,5011,101.02,4.49,11206.0,2,3607.0,6085
356,1595649600.0,1,244.82,16,7,4939,131.36,4.05,46997.0,2,843.0,2684
109,1595653200.0,0,4306.39,35,13,4942,81.93,1.61,12073.0,2,2315.0,3170
49,1595656800.0,1,2460.01,29,14,4252,101.82,0.68,1592.0,1,269.0,7647
381,1595660400.0,1,4628.6,41,9,5079,97.33,0.99,74457.0,3,2004.0,4024
